ID_PARTIDA,ID_SET,TIMEA,TIMEB,ATAQUE_A,SAQUE_A,BLOQUEIO_A,RECEPCAO_A,LEVANTAMENTO_A,DEFESA_A,ATAQUE_B,SAQUE_B,BLOQUEIO_B,RECEPCAO_B,LEVANTAMENTO_B,DEFESA_B,FASE_FINAL,VENCEU_SET_A_ANTERIOR,VENCEU_SET_B_ANTERIOR,VENCEU_SET_A,VENCEU_SET_B
11388,1,Argentina,ROC,11.764705882352942,0.0,-10.526315789473685,78.26086956521739,32.35294117647059,-13.043478260869565,28.125,3.9999999999999996,-20.0,33.333333333333336,45.454545454545446,47.82608695652174,False,,,False,True
11388,2,Argentina,ROC,-15.384615384615385,12.5,-42.857142857142854,31.57894736842105,27.77777777777778,38.46153846153846,40.90909090909091,0.0,20.833333333333332,50.0,42.85714285714286,11.111111111111109,False,False,True,False,True
11388,3,Argentina,ROC,-4.584146682323227e-16,0.0,-23.076923076923077,54.54545454545455,29.999999999999996,-4.166666666666667,42.857142857142854,12.0,-13.333333333333332,58.333333333333336,56.0,37.5,False,False,True,False,True
11389,1,China,USA,14.583333333333334,0.0,-11.538461538461538,64.0,32.55813953488372,18.75,5.769230769230769,7.142857142857143,5.921189464667501e-16,77.77777777777777,34.69387755102041,23.529411764705884,False,,,False,True
11389,2,China,USA,34.21052631578947,4.761904761904762,-23.80952380952381,50.0,39.99999999999999,-2.6315789473684212,41.86046511627907,0.0,-31.57894736842105,86.36363636363636,50.0,40.625,False,False,True,False,True
11389,3,China,USA,32.142857142857146,0.0,-30.76923076923077,59.09090909090909,42.857142857142854,20.0,16.216216216216218,8.333333333333334,-30.0,90.0,47.05882352941177,8.695652173913043,False,False,True,False,True
11390,1,Japan,Serbia,15.384615384615385,4.3478260869565215,-17.647058823529413,71.42857142857143,35.8974358974359,12.121212121212121,36.8421052631579,3.9999999999999996,-12.5,66.66666666666667,48.57142857142857,0.0,False,,,False,True
11390,2,Japan,Serbia,22.22222222222222,0.0,0.0,52.17391304347826,39.285714285714285,-45.0,44.44444444444444,0.0,-31.57894736842105,75.0,57.69230769230769,46.666666666666664,False,False,True,False,True
11390,3,Japan,Serbia,21.951219512195124,4.166666666666667,-42.857142857142854,72.0,39.473684210526315,22.22222222222222,32.35294117647059,7.6923076923076925,-17.647058823529413,63.63636363636363,50.0,8.0,False,False,True,False,True
11391,1,Italy,Türkiye,20.689655172413794,12.5,-7.142857142857143,31.818181818181817,42.857142857142854,6.666666666666668,11.538461538461538,13.043478260869565,-31.57894736842105,52.38095238095238,38.46153846153846,20.0,False,,,True,False
11391,2,Italy,Türkiye,23.333333333333332,0.0,-27.77777777777778,78.94736842105263,51.724137931034484,33.333333333333336,39.285714285714285,0.0,-22.22222222222222,54.54545454545455,48.148148148148145,-25.0,False,True,False,False,True
11391,3,Italy,Türkiye,23.333333333333332,8.333333333333334,7.142857142857143,64.70588235294117,42.857142857142854,5.2631578947368425,6.666666666666667,0.0,-38.888888888888886,63.1578947368421,27.58620689655173,50.0,False,False,True,True,False
11391,4,Italy,Türkiye,21.428571428571427,4.0,6.666666666666666,46.15384615384615,38.46153846153847,42.857142857142854,-14.705882352941174,6.666666666666667,0.0,38.095238095238095,21.21212121212121,-18.181818181818183,False,True,False,True,False
11392,1,Brazil,Dominican Republic,19.51219512195122,0.0,-11.764705882352942,69.56521739130434,37.5,16.129032258064516,37.142857142857146,0.0,15.384615384615385,31.57894736842105,38.70967741935484,-25.806451612903224,False,,,False,True
11392,2,Brazil,Dominican Republic,48.275862068965516,8.333333333333334,-42.10526315789474,62.5,51.85185185185186,27.77777777777778,33.333333333333336,0.0,-62.5,34.78260869565217,48.275862068965516,-21.05263157894737,False,False,True,True,False
11392,3,Brazil,Dominican Republic,66.66666666666667,16.0,-33.333333333333336,66.66666666666667,68.42105263157893,16.666666666666668,24.0,0.0,-42.857142857142854,25.0,38.0952380952381,-71.42857142857143,False,True,False,True,False
11392,4,Brazil,Dominican Republic,19.565217391304348,8.695652173913043,-36.84210526315789,63.63636363636363,35.8974358974359,22.22222222222222,28.94736842105263,3.9999999999999996,0.0,38.095238095238095,38.888888888888886,22.580645161290324,False,True,False,False,True
11392,5,Brazil,Dominican Republic,33.333333333333336,0.0,-25.0,81.81818181818181,55.55555555555556,0.0,25.0,0.0,-50.0,57.142857142857146,33.333333333333336,-25.0,False,False,True,True,False
11393,1,Kenya,Korea,15.384615384615385,0.0,-16.666666666666668,-5.2631578947368425,36.36363636363637,-16.0,38.70967741935484,16.0,-17.64705882352941,58.333333333333336,46.666666666666664,72.72727272727273,False,,,False,True
11393,2,Kenya,Korea,19.35483870967742,8.695652173913043,-2.3684757858670005e-15,38.095238095238095,39.285714285714285,9.09090909090909,22.22222222222222,12.5,-40.0,57.89473684210526,43.99999999999999,0.0,False,False,True,False,True
11393,3,Kenya,Korea,16.666666666666668,4.166666666666667,0.0,44.0,46.875,-26.08695652173913,20.58823529411765,3.8461538461538463,-9.090909090909092,63.63636363636363,38.23529411764706,36.8421052631579,False,False,True,False,True
11394,1,Argentina,Italy,10.810810810810809,9.090909090909092,-42.857142857142854,61.904761904761905,32.432432432432435,44.0,25.925925925925927,8.333333333333334,-13.636363636363637,50.0,42.30769230769231,13.333333333333334,False,,,False,True
11394,2,Argentina,Italy,0.0,0.0,-60.0,57.142857142857146,27.58620689655173,25.0,33.333333333333336,4.0,14.285714285714286,42.857142857142854,44.827586206896555,52.17391304347826,False,False,True,False,True
11394,3,Argentina,Italy,26.086956521739125,0.0,-40.0,29.999999999999993,26.08695652173913,-19.999999999999996,48.148148148148145,12.5,-41.666666666666664,71.42857142857143,64.0,50.0,False,False,True,False,True
11395,1,Dominican Republic,Korea,9.67741935483871,4.761904761904761,0.0,4.545454545454544,28.571428571428573,1.1842378929335002e-15,15.624999999999998,16.666666666666668,-36.36363636363637,52.63157894736842,40.0,45.00000000000001,False,,,False,True
11395,2,Dominican Republic,Korea,25.64102564102564,16.666666666666668,-33.333333333333336,60.0,30.76923076923077,56.666666666666664,13.513513513513514,5.555555555555555,-18.181818181818183,20.0,27.77777777777778,53.84615384615385,False,False,True,True,False
11395,3,Dominican Republic,Korea,25.0,0.0,-35.714285714285715,42.857142857142854,46.15384615384615,-13.333333333333334,42.857142857142854,0.0,-35.294117647058826,93.75,57.142857142857146,50.0,False,True,False,False,True
11395,4,Dominican Republic,Korea,36.0,8.333333333333334,-6.666666666666663,75.0,56.52173913043478,35.294117647058826,3.3333333333333335,0.0,-46.15384615384615,45.0,23.076923076923077,0.0,False,False,True,True,False
11395,5,Dominican Republic,Korea,25.0,0.0,-60.0,33.333333333333336,44.44444444444444,50.0,28.571428571428566,13.333333333333334,-22.22222222222222,70.0,35.0,42.857142857142854,False,True,False,False,True
