,0,1,2,3
0,11364,Japan,1,22
1,11364,Japan,2,21
2,11364,Japan,3,24
3,11364,Poland,1,25
4,11364,Poland,2,25
5,11364,Poland,3,26
0,11365,Argentina,1,23
1,11365,Argentina,2,23
2,11365,Argentina,3,25
3,11365,Argentina,4,25
4,11365,Argentina,5,15
5,11365,Tunisia,1,25
6,11365,Tunisia,2,25
7,11365,Tunisia,3,19
8,11365,Tunisia,4,18
9,11365,Tunisia,5,8
0,11366,Italy,1,30
1,11366,Italy,2,25
2,11366,Italy,3,21
3,11366,Italy,4,25
4,11366,Iran,1,28
5,11366,Iran,2,21
6,11366,Iran,3,25
7,11366,Iran,4,21
0,11367,ROC,1,21
1,11367,ROC,2,25
2,11367,ROC,3,17
3,11367,ROC,4,20
4,11367,France,1,25
5,11367,France,2,20
6,11367,France,3,25
7,11367,France,4,25
0,11368,Poland,1,25
1,11368,Poland,2,25
2,11368,Poland,3,25
3,11368,Canada,1,15
4,11368,Canada,2,21
5,11368,Canada,3,16
0,11369,Brazil,1,25
1,11369,Brazil,2,37
2,11369,Brazil,3,25
3,11369,Brazil,4,21
4,11369,Brazil,5,20
5,11369,France,1,22
6,11369,France,2,39
7,11369,France,3,17
8,11369,France,4,25
9,11369,France,5,18
0,11370,ROC,1,25
1,11370,ROC,2,25
2,11370,ROC,3,25
3,11370,Tunisia,1,20
4,11370,Tunisia,2,22
5,11370,Tunisia,3,16
0,11371,Italy,1,25
1,11371,Italy,2,25
2,11371,Italy,3,25
3,11371,Venezuela,1,22
4,11371,Venezuela,2,15
5,11371,Venezuela,3,17
0,11372,Japan,1,25
1,11372,Japan,2,20
2,11372,Japan,3,29
3,11372,Japan,4,25
4,11372,Japan,5,15
5,11372,Iran,1,21
6,11372,Iran,2,25
7,11372,Iran,3,31
8,11372,Iran,4,22
9,11372,Iran,5,13
0,11373,USA,1,21
1,11373,USA,2,23
2,11373,USA,3,23
3,11373,Argentina,1,25
4,11373,Argentina,2,25
5,11373,Argentina,3,25
0,11374,Poland,1,25
1,11374,Poland,2,22
2,11374,Poland,3,25
3,11374,Poland,4,21
4,11374,Poland,5,9
5,11374,France,1,21
6,11374,France,2,25
7,11374,France,3,21
8,11374,France,4,25
9,11374,France,5,15
0,11375,Italy,1,25
1,11375,Italy,2,23
2,11375,Italy,3,22
3,11375,Italy,4,25
4,11375,Italy,5,12
5,11375,Argentina,1,21
6,11375,Argentina,2,25
7,11375,Argentina,3,25
8,11375,Argentina,4,14
9,11375,Argentina,5,15
0,11376,Japan,1,20
1,11376,Japan,2,22
2,11376,Japan,3,20
3,11376,Brazil,1,25
4,11376,Brazil,2,25
5,11376,Brazil,3,25
0,11377,Canada,1,21
1,11377,Canada,2,28
2,11377,Canada,3,22
3,11377,ROC,1,25
4,11377,ROC,2,30
5,11377,ROC,3,25
0,11378,France,1,25
1,11378,France,2,25
2,11378,France,3,25
3,11378,Argentina,1,22
4,11378,Argentina,2,19
5,11378,Argentina,3,22
0,11379,Brazil,1,25
1,11379,Brazil,2,21
2,11379,Brazil,3,24
3,11379,Brazil,4,23
4,11379,ROC,1,18
5,11379,ROC,2,25
6,11379,ROC,3,26
7,11379,ROC,4,25
0,11380,Argentina,1,25
1,11380,Argentina,2,20
2,11380,Argentina,3,20
3,11380,Argentina,4,25
4,11380,Argentina,5,15
5,11380,Brazil,1,23
6,11380,Brazil,2,25
7,11380,Brazil,3,25
8,11380,Brazil,4,17
9,11380,Brazil,5,13
0,11381,France,1,25
1,11381,France,2,25
2,11381,France,3,21
3,11381,France,4,21
4,11381,France,5,15
5,11381,ROC,1,23
6,11381,ROC,2,17
7,11381,ROC,3,25
8,11381,ROC,4,25
9,11381,ROC,5,12
0,19061,Japan,1,17
1,19061,Japan,2,25
2,19061,Japan,3,25
3,19061,Japan,4,28
4,19061,Japan,5,12
5,19061,Germany,1,25
6,19061,Germany,2,23
7,19061,Germany,3,20
8,19061,Germany,4,30
9,19061,Germany,5,15
0,19062,Italy,1,25
1,19062,Italy,2,27
2,19062,Italy,3,18
3,19062,Italy,4,25
4,19062,Brazil,1,23
5,19062,Brazil,2,25
6,19062,Brazil,3,25
7,19062,Brazil,4,21
0,19063,Poland,1,25
1,19063,Poland,2,25
2,19063,Poland,3,25
3,19063,Egypt,1,21
4,19063,Egypt,2,19
5,19063,Egypt,3,13
0,19064,USA,1,25
1,19064,USA,2,25
2,19064,USA,3,25
3,19064,Argentina,1,20
4,19064,Argentina,2,19
5,19064,Argentina,3,16
0,19065,France,1,23
1,19065,France,2,25
2,19065,France,3,25
3,19065,France,4,21
4,19065,France,5,15
5,19065,Serbia,1,25
6,19065,Serbia,2,17
7,19065,Serbia,3,17
8,19065,Serbia,4,25
9,19065,Serbia,5,6
0,19066,Slovenia,1,25
1,19066,Slovenia,2,25
2,19066,Slovenia,3,20
3,19066,Slovenia,4,25
4,19066,Canada,1,21
5,19066,Canada,2,20
6,19066,Canada,3,25
7,19066,Canada,4,21
0,19067,Italy,1,25
1,19067,Italy,2,25
2,19067,Italy,3,25
3,19067,Egypt,1,15
4,19067,Egypt,2,16
5,19067,Egypt,3,20
0,19068,USA,1,25
1,19068,USA,2,25
2,19068,USA,3,17
3,19068,USA,4,20
4,19068,USA,5,15
5,19068,Germany,1,21
6,19068,Germany,2,17
7,19068,Germany,3,25
8,19068,Germany,4,25
9,19068,Germany,5,11
0,19069,Slovenia,1,25
1,19069,Slovenia,2,25
2,19069,Slovenia,3,25
3,19069,Serbia,1,21
4,19069,Serbia,2,19
5,19069,Serbia,3,19
0,19070,France,1,25
1,19070,France,2,25
2,19070,France,3,25
3,19070,Canada,1,20
4,19070,Canada,2,21
5,19070,Canada,3,17
0,19071,Poland,1,22
1,19071,Poland,2,25
2,19071,Poland,3,19
3,19071,Poland,4,25
4,19071,Poland,5,15
5,19071,Brazil,1,25
6,19071,Brazil,2,19
7,19071,Brazil,3,25
8,19071,Brazil,4,23
9,19071,Brazil,5,12
0,19072,Japan,1,25
1,19072,Japan,2,25
2,19072,Japan,3,18
3,19072,Japan,4,25
4,19072,Argentina,1,16
5,19072,Argentina,2,22
6,19072,Argentina,3,25
7,19072,Argentina,4,23
0,19073,Argentina,1,13
1,19073,Argentina,2,21
2,19073,Argentina,3,21
3,19073,Germany,1,25
4,19073,Germany,2,25
5,19073,Germany,3,25
0,19074,Brazil,1,25
1,19074,Brazil,2,25
2,19074,Brazil,3,25
3,19074,Egypt,1,11
4,19074,Egypt,2,13
5,19074,Egypt,3,16
0,19075,France,1,20
1,19075,France,2,23
2,19075,France,3,27
3,19075,France,4,25
4,19075,France,5,11
5,19075,Slovenia,1,25
6,19075,Slovenia,2,25
7,19075,Slovenia,3,25
8,19075,Slovenia,4,22
9,19075,Slovenia,5,15
0,19076,Japan,1,16
1,19076,Japan,2,18
2,19076,Japan,3,25
3,19076,Japan,4,19
4,19076,USA,1,25
5,19076,USA,2,25
6,19076,USA,3,18
7,19076,USA,4,25
0,19077,Poland,1,15
1,19077,Poland,2,18
2,19077,Poland,3,26
3,19077,Poland,4,20
4,19077,Italy,1,25
5,19077,Italy,2,25
6,19077,Italy,3,24
7,19077,Italy,4,25
0,19078,Canada,1,25
1,19078,Canada,2,25
2,19078,Canada,3,24
3,19078,Canada,4,19
4,19078,Canada,5,16
5,19078,Serbia,1,16
6,19078,Serbia,2,22
7,19078,Serbia,3,26
8,19078,Serbia,4,25
9,19078,Serbia,5,18
0,19079,France,1,18
1,19079,France,2,26
2,19079,France,3,25
3,19079,France,4,25
4,19079,France,5,15
5,19079,Germany,1,25
6,19079,Germany,2,28
7,19079,Germany,3,20
8,19079,Germany,4,21
9,19079,Germany,5,13
0,19080,USA,1,26
1,19080,USA,2,28
2,19080,USA,3,25
3,19080,USA,4,25
4,19080,Brazil,1,24
5,19080,Brazil,2,30
6,19080,Brazil,3,19
7,19080,Brazil,4,19
0,19081,Slovenia,1,20
1,19081,Slovenia,2,26
2,19081,Slovenia,3,19
3,19081,Slovenia,4,20
4,19081,Poland,1,25
5,19081,Poland,2,24
6,19081,Poland,3,25
7,19081,Poland,4,25
0,19082,Italy,1,20
1,19082,Italy,2,23
2,19082,Italy,3,27
3,19082,Italy,4,26
4,19082,Italy,5,17
5,19082,Japan,1,25
6,19082,Japan,2,25
7,19082,Japan,3,25
8,19082,Japan,4,24
9,19082,Japan,5,15
0,19083,Italy,1,20
1,19083,Italy,2,21
2,19083,Italy,3,21
3,19083,France,1,25
4,19083,France,2,25
5,19083,France,3,25
0,19084,Poland,1,25
1,19084,Poland,2,25
2,19084,Poland,3,14
3,19084,Poland,4,25
4,19084,Poland,5,15
5,19084,USA,1,23
6,19084,USA,2,27
7,19084,USA,3,25
8,19084,USA,4,23
9,19084,USA,5,13
0,19085,Italy,1,23
1,19085,Italy,2,28
2,19085,Italy,3,24
3,19085,USA,1,25
4,19085,USA,2,30
5,19085,USA,3,26
0,19086,France,1,25
1,19086,France,2,25
2,19086,France,3,25
3,19086,Poland,1,19
4,19086,Poland,2,20
5,19086,Poland,3,23
